STATION,NAME,DATE,AWND,PRCP,SNOW,SNWD,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT21,WT22
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-05-30,8.95,0,0,0,82,59,170,160,16.1,17.9,0,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-05-31,10.29,1.45,0,0,87,69,290,310,33.1,45,1,,1,,1,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-06-01,8.5,0,0,0,86,66,270,330,21,25.1,1,,,,,,,,,,1,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-06-02,7.61,0,0,0,80,62,300,300,14.1,21,0,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-06-03,10.96,0.79,0,0,81,62,180,170,25.9,40,1,,1,,1,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-06-04,8.28,1.49,0,0,84,69,280,280,44.1,59.1,1,,1,,1,,,,,1,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-06-05,6.71,0,0,0,87,67,130,120,17,19.9,1,,,,,,,,,,1,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-06-06,6.04,0,0,0,84,69,130,140,13,16.1,1,,,,,,1,1,,,1,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-06-07,5.82,0.15,0,0,98,74,10,10,21,23.9,1,1,1,,1,,1,1,1,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-06-08,7.16,0,0,0,96,74,270,270,17.9,23,1,,,,,,1,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-06-09,6.93,0,0,0,96,77,200,200,16.1,21,1,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-06-10,6.49,0.33,0,0,96,74,270,270,33.1,40.9,1,,1,,1,,1,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-06-11,7.83,0,0,0,88,72,30,20,16.1,21,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-06-12,3.58,0,0,0,91,70,130,120,12.1,14.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-06-13,8.72,0,0,0,87,72,170,170,16.1,19.9,0,,,,,,1,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-06-14,6.49,0.13,0,0,89,73,290,260,23.9,32,1,,1,,1,,1,1,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-06-15,9.17,0,0,0,86,71,330,340,16.1,21.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-06-16,6.93,0.88,0,0,87,66,300,300,38.9,53,1,,1,,1,,,1,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-06-17,10.29,0,0,0,79,64,340,320,25.9,32,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-06-18,8.72,0,0,0,81,58,310,300,29.1,38,0,,1,,1,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-06-19,5.59,0,0,0,77,60,340,340,13,13,0,,,,1,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-06-20,6.71,0,0,0,83,61,210,220,16.1,23,1,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-06-21,7.16,0.08,0,0,85,67,210,220,25.9,36,1,,1,,1,,,1,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-06-22,7.83,0.06,0,0,85,69,200,200,23,28,1,,1,,1,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-06-23,6.04,0.14,0,0,86,67,280,300,23,28,1,,1,,1,,1,1,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-06-24,8.5,0,0,0,84,62,330,270,23,30,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-06-25,6.04,0,0,0,87,66,270,200,14.1,21.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-06-26,6.93,0,0,0,94,72,280,310,17.9,28,1,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-06-27,6.49,0.09,0,0,94,75,340,340,21,25.1,1,,1,,1,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-06-28,6.04,0.5,0,0,92,74,300,300,28,33.1,1,,1,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-06-29,9.62,0,0,0,89,74,200,220,21.9,28,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-06-30,5.37,0.16,0,0,85,68,320,320,25.1,32,1,,1,,1,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-07-01,7.16,0,0,0,82,65,320,320,17,21.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-07-02,7.61,0,0,0,86,68,230,190,17,21,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-07-03,9.4,0,0,0,93,68,250,250,23.9,30,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-07-04,6.26,0.05,0,0,88,72,350,350,17,19.9,1,,1,,1,,1,1,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-07-05,3.8,0.07,0,0,83,72,170,170,17,21,1,,,,1,,1,1,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-07-06,4.03,0.01,0,0,84,72,170,150,13,21.9,1,,1,,1,,1,1,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-07-07,8.05,0,0,0,86,72,170,250,17,23,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-07-08,10.96,0,0,0,91,71,170,170,21.9,25.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-07-09,10.51,0.01,0,0,88,73,210,210,21.9,25.9,0,,,,1,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-07-10,8.05,0,0,0,89,74,330,340,15,19.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-07-11,5.14,0,0,0,90,71,180,190,14.1,21.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-07-12,9.4,0,0,0,91,74,170,170,16.1,19.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-07-13,11.18,0.58,0,0,92,73,350,350,21.9,25.1,1,,1,,1,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-07-14,4.03,0.53,0,0,87,71,260,270,14.1,17.9,1,,,,1,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-07-15,3.8,0,0,0,89,69,120,50,10.1,14.1,1,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-07-16,4.7,0,0,0,93,70,80,150,13,17.9,0,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-07-17,4.92,0.26,0,0,94,73,350,350,23.9,31.1,0,,1,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-07-18,8.05,0,0,0,94,75,170,170,15,17.9,0,,,,,,1,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-07-19,9.17,0,0,0,94,74,190,230,15,23,0,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-07-20,9.4,0,0,0,95,77,300,270,17,23.9,0,,1,,1,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-07-21,8.5,0,0,0,96,75,340,300,17.9,28,0,,,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-07-22,6.26,0.04,0,0,92,76,300,310,33.1,51,1,,1,,1,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-07-23,8.05,1.09,0,0,87,68,160,170,34.9,44.1,1,,1,,1,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-07-24,4.92,0,0,0,85,67,320,310,16.1,21,1,,,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-07-25,6.93,0,0,0,88,68,160,210,16.1,21.9,0,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-07-26,11.18,0,0,0,89,73,170,190,17,23,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-07-27,5.82,0.95,0,0,89,73,300,310,33.1,42.9,1,1,1,,1,,,1,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-07-28,5.14,0,0,0,87,69,210,210,14.1,21,1,,,,1,,,1,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-07-29,4.92,0.01,0,0,91,74,120,120,16.1,21,0,,,,,,1,1,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-07-30,4.47,0,0,0,92,78,170,240,16.1,17.9,0,,,,,,1,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-07-31,5.37,0,0,0,88,78,250,230,15,23.9,0,,,,1,,1,1,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-08-01,6.93,0,0,0,93,75,340,330,19.9,25.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-08-02,4.7,0.23,0,0,90,74,330,330,29.1,33.1,0,,1,1,1,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-08-03,9.4,0,0,0,87,70,330,320,17.9,23,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-08-04,7.38,0,0,0,89,70,340,340,16.1,21,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-08-05,5.14,0,0,0,86,75,210,70,12.1,14.1,0,,,,,,1,1,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-08-06,9.62,0,0,0,94,76,340,340,23,28,0,,,,,,1,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-08-07,5.59,0.13,0,0,87,72,20,50,28,31.1,1,,1,,1,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-08-08,11.41,0,0,0,86,69,330,310,30,36.9,0,,,,,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-08-09,6.71,0,0,0,84,64,330,290,16.1,28,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-08-10,4.92,0,0,0,88,66,260,260,21,28,0,,,,1,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-08-11,10.96,0,0,0,81,66,340,320,23,29.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-08-12,7.83,0,0,0,86,64,330,320,17.9,23.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-08-13,6.04,0,0,0,87,68,170,180,15,19.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-08-14,5.82,0.2,0,0,87,67,320,320,34.9,45,1,,1,,1,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-08-15,5.37,0,0,0,83,67,330,330,13,17,0,,,,1,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-08-16,7.16,0,0,0,86,66,320,350,17,21.9,0,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-08-17,5.59,0,0,0,89,66,160,210,13,21,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-08-18,6.71,0,0,0,93,69,160,220,17.9,23,0,,,,,,1,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-08-19,8.95,0,0,0,94,70,40,40,21,25.1,0,,,,,,1,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-08-20,7.38,0,0,0,83,67,30,40,16.1,21,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-08-21,4.7,0,0,0,86,67,160,120,14.1,16.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-08-22,6.93,0,0,0,86,67,120,110,14.1,21.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-08-23,5.59,0,0,0,86,68,130,120,13,16.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-08-24,8.5,0,0,0,89,71,180,170,15,17.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-08-25,6.93,0,0,0,92,73,40,40,19.9,23.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-08-26,8.95,0,0,0,82,69,40,30,21,25.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-08-27,6.71,0,0,0,79,68,100,100,17,21.9,0,,,,1,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-08-28,8.5,0.48,0,0,75,69,80,90,16.1,21.9,1,,,,1,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-08-29,6.49,0.19,0,0,78,69,80,70,13,17,1,,,,1,,1,1,,,1,1,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-08-30,4.92,0,0,0,90,71,340,120,12.1,16.1,1,,,,,,1,1,,,1,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-08-31,5.82,0,0,0,89,69,40,40,15,23.9,0,,,,,,1,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-09-01,4.47,0,0,0,89,65,60,60,15,21.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-09-02,4.7,0,0,0,92,65,340,340,12.1,12.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-09-03,4.47,0,0,0,95,69,340,350,13,17,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-09-04,6.93,0,0,0,95,74,170,170,15,17.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-09-05,8.5,0.4,0,0,90,73,130,140,17,25.1,1,,,,1,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-09-06,12.08,3.5,0,0,78,73,20,350,33.1,40.9,1,1,,,1,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-09-07,6.26,0,0,0,85,66,300,290,16.1,23,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-09-08,5.14,0,0,0,87,69,170,170,13,15,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-09-09,7.61,0.18,0,0,81,72,320,320,21.9,25.1,0,,,,1,,1,1,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-09-10,8.72,0,0,0,79,68,30,30,17,23,0,,,,1,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-09-11,6.93,0,0,0,80,68,150,160,13,17,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-09-12,8.72,0.03,0,0,81,70,200,210,17.9,23.9,0,,,,1,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-09-13,4.47,0,0,0,93,74,350,300,14.1,16.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-09-14,10.96,0,0,0,92,75,180,190,21,29.1,1,,,,,,1,1,,,1,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-09-15,12.3,0,0,0,86,73,320,330,25.1,32,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-09-16,8.72,0,0,0,76,65,10,10,19.9,30,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-09-17,4.25,0,0,0,79,61,330,320,10.1,14.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-09-18,8.5,0,0,0,83,61,20,20,16.1,19.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-09-19,9.62,0,0,0,74,61,100,100,17,23.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-09-20,3.8,0,0,0,75,56,20,20,12.1,15,0,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-09-21,2.91,0,0,0,82,56,180,170,8.9,12.1,0,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-09-22,6.71,0,0,0,83,62,50,40,14.1,17,1,,,,,,1,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-09-23,9.84,0,0,0,76,62,60,30,19.9,23,0,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-09-24,11.41,0,0,0,74,57,50,60,21.9,25.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-09-25,17,0.22,0,0,66,59,40,40,23.9,32,1,,,,1,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-09-26,12.3,0.72,0,0,73,62,40,40,23,28,1,,1,,1,,1,1,,,,1,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-09-27,4.92,0.27,0,0,80,70,110,110,15,17,1,,1,,1,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-09-28,3.8,0.65,0,0,80,69,360,360,19.9,23,1,,,,1,,,,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-09-29,6.93,0,0,0,78,64,340,350,17,21.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-09-30,4.47,0.44,0,0,75,61,280,270,23,31.1,1,,1,,1,,1,1,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-10-01,5.82,0.04,0,0,74,56,330,320,25.1,31.1,1,,,,1,,,1,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-10-02,9.4,0,0,0,68,52,280,280,23,32,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-10-03,7.16,0,0,0,75,51,250,270,14.1,19.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-10-04,3.8,0,0,0,74,58,70,100,8.9,12.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-10-05,5.37,0,0,0,76,58,330,340,15,17.9,1,,,,,,,1,,,1,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-10-06,7.83,0,0,0,71,56,30,40,15,17,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-10-07,5.37,0,0,0,67,50,30,40,15,17,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-10-08,8.5,0,0,0,70,52,170,170,17,21,0,,,,1,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-10-09,6.93,0,0,0,79,65,170,190,13,16.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-10-10,4.92,0,0,0,79,60,60,60,13,15,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-10-11,4.7,0,0,0,77,54,50,30,10.1,13,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-10-12,2.91,0,0,0,78,54,140,140,8.1,8.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-10-13,3.8,0,0,0,82,55,240,250,8.9,14.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-10-14,4.25,0,0,0,81,58,180,170,10.1,13,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-10-15,4.7,0,0,0,82,67,320,260,12.1,16.1,1,,,,,,,,,,1,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-10-16,9.62,0,0,0,82,63,350,350,23,28,1,,,,1,,,1,,,1,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-10-17,11.18,0,0,0,63,52,350,360,19.9,25.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-10-18,14.32,0,0,0,61,48,30,10,19.9,25.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-10-19,10.51,0,0,0,59,43,30,20,19.9,25.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-10-20,5.37,0,0,0,62,38,180,200,12.1,15,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-10-21,11.86,0,0,0,65,44,280,280,28,36.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-10-22,13.87,0,0,0,57,44,340,330,23.9,30,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-10-23,6.49,0,0,0,58,39,50,40,15,17.9,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-10-24,4.92,0,0,0,57,44,120,120,13,15,0,,,,1,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-10-25,10.29,0.84,0,0,68,50,160,160,30,38,1,,,,1,,,,,,1,1,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-10-26,6.04,0,0,0,63,45,200,210,19.9,23.9,1,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-10-27,10.29,0.18,0,0,53,40,340,340,23,31.1,0,,,,1,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-10-28,16.55,0.07,0,0,51,42,300,300,32,45,0,,,,1,,,,,,,,,1,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-10-29,12.75,0,0,0,52,39,260,260,25.9,36,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-10-30,7.83,0,0,0,54,37,320,350,21,25.1,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-10-31,6.04,0,0,0,62,36,170,210,12.1,15,0,,,,,,,,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-11-01,6.04,0,0,0,74,41,320,250,14.1,17,0,,,,,,,1,,,,,,,,,,
USW00013743,"WASHINGTON REAGAN NATIONAL AIRPORT, VA US",2008-11-02,8.95,0,0,0,57,50,50,50,17.9,21.9,0,,,,,,,,,,,,,,,,,
